date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2018353,2018-12-19,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018357,2018-12-23,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018361,2018-12-27,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018365,2018-12-31,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2019001,2019-01-01,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2019005,2019-01-05,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2019009,2019-01-09,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2019013,2019-01-13,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2019017,2019-01-17,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2019021,2019-01-21,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2019025,2019-01-25,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2019029,2019-01-29,MCD15A3H,Fpar_500m,0.1900,0.6000,9.4800,0.4100,0.4309,0.0096,0.0978,25,22,88.00
A2019033,2019-02-02,MCD15A3H,Fpar_500m,0.0900,0.2300,0.9200,0.1400,0.1840,0.0023,0.0484,25,5,20.00
A2019037,2019-02-06,MCD15A3H,Fpar_500m,0.0900,0.5900,9.6100,0.5000,0.4178,0.0136,0.1166,25,23,92.00
A2019041,2019-02-10,MCD15A3H,Fpar_500m,0.0800,0.4900,6.1400,0.4100,0.2670,0.0099,0.0995,25,23,92.00
A2019045,2019-02-14,MCD15A3H,Fpar_500m,0.4500,0.7600,15.2100,0.3100,0.6084,0.0101,0.1006,25,25,100.00
A2019049,2019-02-18,MCD15A3H,Fpar_500m,0.3200,0.7600,14.9600,0.4400,0.5984,0.0113,0.1065,25,25,100.00
A2019053,2019-02-22,MCD15A3H,Fpar_500m,0.4700,0.7500,14.5000,0.2800,0.5800,0.0076,0.0869,25,25,100.00
A2019057,2019-02-26,MCD15A3H,Fpar_500m,0.4600,0.7500,15.5500,0.2900,0.6220,0.0095,0.0976,25,25,100.00
A2019061,2019-03-02,MCD15A3H,Fpar_500m,0.0900,0.0900,0.0900,0.0000,0.0900,0.0000,0.0000,25,1,4.00
A2019065,2019-03-06,MCD15A3H,Fpar_500m,0.2500,0.5600,11.0500,0.3100,0.4420,0.0071,0.0845,25,25,100.00
A2019069,2019-03-10,MCD15A3H,Fpar_500m,0.3000,0.8800,14.6500,0.5800,0.5860,0.0153,0.1239,25,25,100.00
A2019073,2019-03-14,MCD15A3H,Fpar_500m,0.4100,0.7500,15.6600,0.3400,0.6264,0.0148,0.1218,25,25,100.00
A2019077,2019-03-18,MCD15A3H,Fpar_500m,0.4200,0.7000,15.0300,0.2800,0.6012,0.0067,0.0819,25,25,100.00
A2019081,2019-03-22,MCD15A3H,Fpar_500m,0.5100,0.8700,16.4600,0.3600,0.6584,0.0098,0.0991,25,25,100.00
A2019085,2019-03-26,MCD15A3H,Fpar_500m,0.4500,0.7100,14.0300,0.2600,0.6100,0.0048,0.0692,25,23,92.00
A2019089,2019-03-30,MCD15A3H,Fpar_500m,0.4700,0.7300,15.3400,0.2600,0.6136,0.0074,0.0858,25,25,100.00
A2019093,2019-04-03,MCD15A3H,Fpar_500m,0.5100,0.8000,16.7700,0.2900,0.6708,0.0070,0.0838,25,25,100.00
A2019097,2019-04-07,MCD15A3H,Fpar_500m,0.5300,0.7900,16.7400,0.2600,0.6696,0.0054,0.0732,25,25,100.00
A2019101,2019-04-11,MCD15A3H,Fpar_500m,0.1700,0.5900,8.0000,0.4200,0.3636,0.0142,0.1191,25,22,88.00
A2019105,2019-04-15,MCD15A3H,Fpar_500m,0.5400,0.8700,17.3500,0.3300,0.6940,0.0069,0.0829,25,25,100.00
A2019109,2019-04-19,MCD15A3H,Fpar_500m,0.5500,0.8800,18.1900,0.3300,0.7276,0.0048,0.0690,25,25,100.00
