date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2015001,2015-01-01,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2015005,2015-01-05,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2015009,2015-01-09,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2015013,2015-01-13,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2015017,2015-01-17,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2015021,2015-01-21,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2015025,2015-01-25,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2015029,2015-01-29,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2015033,2015-02-02,MCD15A3H,Fpar_500m,0.1800,0.8100,12.3900,0.6300,0.5387,0.0417,0.2042,25,23,92.00
A2015037,2015-02-06,MCD15A3H,Fpar_500m,0.3600,0.6800,14.0700,0.3200,0.6117,0.0052,0.0718,25,23,92.00
A2015041,2015-02-10,MCD15A3H,Fpar_500m,0.4600,0.7500,17.0400,0.2900,0.6816,0.0036,0.0604,25,25,100.00
